id,address,alias,agency,icon,color,pluginconf,ignore
647,1020320,Chifley Lithgow - Shooter's Hill Brigade,RFS,fire-alt,orange,{},0
648,1020328,Chifley Lithgow - Burraga Brigade Captain,RFS,fire-alt,orange,{},0
649,1020336,Chifley Lithgow - Burraga Brigade,RFS,fire-alt,orange,{},0
650,1020344,Chifley Lithgow - The Lagoon Brigade Captain,RFS,fire-alt,orange,{},0
651,1020352,Chifley Lithgow - The Lagoon Brigade,RFS,fire-alt,orange,{},0
652,1020360,Chifley Lithgow - O'Connell Brigade,RFS,fire-alt,orange,{},0
653,1022000,Chifley Lithgow - Mayfield Brigade Captain,RFS,fire-alt,orange,{},0
654,1022008,Chifley Lithgow - Bald Ridge Brigade,RFS,fire-alt,orange,{},0
655,1022016,Chifley Lithgow - Bald Ridge Brigade Captain,RFS,fire-alt,orange,{},0
656,1023000,Chifley Lithgow - Chifley Brigade Captains Group,RFS,fire-alt,orange,{},0
657,1029000,Bathurst SES - General,SES,exclamation-triangle,yellow,{},0
658,1029008,Bathurst SES - Rescue,SES,exclamation-triangle,yellow,{},0
659,1029016,Oberon SES - General,SES,exclamation-triangle,yellow,{},0
660,1029024,Oberon SES - Rescue,SES,exclamation-triangle,yellow,{},0
661,1029032,Turon SES - General,SES,exclamation-triangle,yellow,{},0
662,1029040,Turon SES - Rescue,SES,exclamation-triangle,yellow,{},0
663,1029064,Chifley Lithgow - Burraga Brigade,RFS,fire-alt,orange,{},0
664,1029080,Chifley Lithgow - Turon CFR,RFS,fire-alt,orange,{},0
665,1029088,Chifley Lithgow - Portland CWRPRT,RFS,fire-alt,orange,{},0
666,1029104,Chifley Lithgow - Lithgow CWRLGW,RFS,fire-alt,orange,{},0
667,1030008,Canobolas RDO,RFS,fire-alt,orange,{},0
668,1030112,Canobolas - Unknown??,RFS,fire-alt,orange,{},0
669,1030624,Canobolas - Orange Brigade,RFS,fire-alt,orange,{},0
670,1030640,Canobolas - Lucknow/Summer Hill Crk Brigade,RFS,fire-alt,orange,{},0
671,1030648,Canobolas - Spring Hill/Huntley Brigade,RFS,fire-alt,orange,{},0
672,1030656,Canobolas - Clifton Grove-Ophir / Orange Brigade,RFS,fire-alt,orange,{},0
673,1032056,Canobolas - Unknown??,RFS,fire-alt,orange,{},0
674,1032072,Canobolas - Clifton Grove-Ophir / Orange Brigade,RFS,fire-alt,orange,{},0
675,1040200,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
676,1040216,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
677,1040240,Mid Lachlan Valley - Tichborne Brigade,RFS,fire-alt,orange,{},0
678,1040256,Mid Lachlan Valley - Unknown??,RFS,fire-alt,orange,{},0
679,1040296,Mid Lachlan Valley - Fifield Brigade,RFS,fire-alt,orange,{},0
680,1040328,Mid Lachlan Valley - Peak Hill Brigade,RFS,fire-alt,orange,{},0
681,1042064,Mid Lachlan Valley - Parkes Brigade,RFS,fire-alt,orange,{},0
682,1042072,Mid Lachlan Valley - Trundle Brigade,RFS,fire-alt,orange,{},0
683,1049000,Mid Lachlan Valley - Peak Hill Brigade,RFS,fire-alt,orange,{},0
684,1060032,Cumberland - Berkshire Park Brigade,RFS,fire-alt,orange,{},0
685,1060048,Cumberland - Castlereagh Brigade,RFS,fire-alt,orange,{},0
686,1060056,Cumberland Comms Support Unit,RFS,fire-alt,orange,{},0
687,1060072,Cumberland - Erskine Park Brigade,RFS,fire-alt,orange,{},0
688,1060080,Cumberland - Llandilo Brigade,RFS,fire-alt,orange,{},0
689,1060088,Cumberland - Londonderry Brigade,RFS,fire-alt,orange,{},0
690,1060096,Cumberland - Mulgoa Brigade,RFS,fire-alt,orange,{},0
691,1060104,Cumberland - Orchard Hills Brigade,RFS,fire-alt,orange,{},0
692,1060112,Cumberland - Regentville Brigade,RFS,fire-alt,orange,{},0
693,1060120,Cumberland - Wallacia Brigade,RFS,fire-alt,orange,{},0
694,1060128,Cumberland FCO,RFS,fire-alt,orange,{},0
695,1060144,Cumberland Group 1,RFS,fire-alt,orange,{},0
696,1110021,Central Coast Group 3,RFS,fire-alt,orange,{},0
697,1110069,Central Coast - Unknown??,RFS,fire-alt,orange,{},0
698,1110141,Central Coast Group Officers,RFS,fire-alt,orange,{},0
699,1110157,Central Coast Duty,RFS,fire-alt,orange,{},0
700,1110189,Central Coast Catering Support Unit,RFS,fire-alt,orange,{},0
701,1110205,Central Coast Group Officers,RFS,fire-alt,orange,{},0
702,1110229,Central Coast OSB,RFS,fire-alt,orange,{},0
703,1110237,Central Coast Comms Support Unit,RFS,fire-alt,orange,{},0
704,1110349,Central Coast - Berkeley Vale Brigade,RFS,fire-alt,orange,{},0
705,1110381,Central Coast - Charmhaven Brigade,RFS,fire-alt,orange,{},0
706,1110413,Central Coast - Tuggerah Brigade,RFS,fire-alt,orange,{},0
707,1110445,Central Coast - Dooralong Brigade,RFS,fire-alt,orange,{},0
708,1110477,Central Coast - Gwandalan Brigade,RFS,fire-alt,orange,{},0
709,1110509,Central Coast - Wadalba Brigade,RFS,fire-alt,orange,{},0
710,1110541,Central Coast - Kulnura Brigade,RFS,fire-alt,orange,{},0
711,1110573,Central Coast - Lake Munmorah Brigade,RFS,fire-alt,orange,{},0
712,1110605,Central Coast - Mannering Park Brigade,RFS,fire-alt,orange,{},0
713,1110637,Central Coast - Ourimbah Brigade,RFS,fire-alt,orange,{},0
714,1110669,Central Coast - Warnervale Brigade,RFS,fire-alt,orange,{},0
715,1110701,Central Coast - Charmhaven Brigade,RFS,fire-alt,orange,{},0
716,1110733,Central Coast - Yarramalong Brigade,RFS,fire-alt,orange,{},0
717,1110781,Central Coast Rescue Squad,Volunteer Rescue Association,car,green,{},0
718,1112101,The Hills - Annangrove Brigade,RFS,fire-alt,orange,{},0
719,1112103,The Hills - Glenhaven Brigade,RFS,fire-alt,orange,{},0
720,1112104,The Hills - Glenorie Brigade,RFS,fire-alt,orange,{},0
721,1112106,The Hills - Kellyville Brigade,RFS,fire-alt,orange,{},0
722,1112107,The Hills - Kenthurst Brigade,RFS,fire-alt,orange,{},0
723,1112108,The Hills - Lower Portland Brigade,RFS,fire-alt,orange,{},0
724,1112109,The Hills - Maroota Brigade,RFS,fire-alt,orange,{},0
725,1112110,The Hills - Maroota South Brigade,RFS,fire-alt,orange,{},0
726,1112111,The Hills - Middle Dural Brigade,RFS,fire-alt,orange,{},0
727,1112113,The Hills - Round Corner Brigade,RFS,fire-alt,orange,{},0
728,1112114,The Hills - Rouse Hill Brigade,RFS,fire-alt,orange,{},0
729,1112216,The Hills - Annangrove Brigade,RFS,fire-alt,orange,{},0
730,1112222,The Hills Broadcast Message,RFS,fire-alt,orange,{},0
731,1112224,The Hills - Box Hill/Nelson Brigade,RFS,fire-alt,orange,{},0
732,1112288,The Hills Broadcast Message,RFS,fire-alt,orange,{},0
733,1112296,The Hills - Glenorie Brigade,RFS,fire-alt,orange,{},0
734,1112304,The Hills - Glenhaven Brigade,RFS,fire-alt,orange,{},0
735,1112328,The Hills - Hillside Brigade,RFS,fire-alt,orange,{},0
736,1112336,The Hills - Kellyville Brigade,RFS,fire-alt,orange,{},0
737,1112344,The Hills - Kenthurst Brigade,RFS,fire-alt,orange,{},0
738,1112352,The Hills - Lower Portland Brigade,RFS,fire-alt,orange,{},0
739,1112360,The Hills - Maroota Brigade,RFS,fire-alt,orange,{},0
740,1112368,The Hills - Maroota South Brigade,RFS,fire-alt,orange,{},0
741,1112376,The Hills - Middle Dural Brigade,RFS,fire-alt,orange,{},0
742,1112384,The Hills - North Rocks Brigade,RFS,fire-alt,orange,{},0
743,1112392,The Hills - Round Corner Brigade,RFS,fire-alt,orange,{},0
744,1112400,The Hills - Rouse Hill Brigade,RFS,fire-alt,orange,{},0
745,1112432,The Hills - Wisemans Ferry Brigade,RFS,fire-alt,orange,{},0
746,1112464,The Hills - Kellyville/Lighting Brigade,RFS,fire-alt,orange,{},0
747,1112520,The Hills - Middle Dural Brigade,RFS,fire-alt,orange,{},0
748,1112912,The Hills - Middle Dural Brigade,RFS,fire-alt,orange,{},0
749,1139008,Lower Hunter - Scone Brigade,RFS,fire-alt,orange,{},0
750,1152008,Illawarra - Albion Park Brigade,RFS,fire-alt,orange,{},0
751,1153008,Illawarra - Oak Flats Brigade,RFS,fire-alt,orange,{},0
752,1154008,Illawarra - Dunmore Brigade,RFS,fire-alt,orange,{},0
753,1155008,Illawarra - Calderwood Brigade,RFS,fire-alt,orange,{},0
754,1160000,Shoalhaven Broadcast Message,RFS,fire-alt,orange,{},0
755,1160008,Shoalhaven FCO 2,RFS,fire-alt,orange,{},0
756,1160040,Shoalhaven Group Officer,RFS,fire-alt,orange,{},0
757,1160048,Shoalhaven Group Officer,RFS,fire-alt,orange,{},0
758,1160056,Shoalhaven Group Officer,RFS,fire-alt,orange,{},0
759,1160064,Shoalhaven Group Officer,RFS,fire-alt,orange,{},0
760,1160072,Shoalhaven Group Officer,RFS,fire-alt,orange,{},0
761,1160080,Shoalhaven Group Officer,RFS,fire-alt,orange,{},0
762,1160088,Shoalhaven Group Officer,RFS,fire-alt,orange,{},0
763,1160096,Shoalhaven - Basin View Brigade Captain,RFS,fire-alt,orange,{},0
764,1160104,Shoalhaven - Basin View Brigade,RFS,fire-alt,orange,{},0
765,1160112,Shoalhaven - Beaumont Brigade Captain,RFS,fire-alt,orange,{},0
766,1160120,Shoalhaven - Beaumont Brigade,RFS,fire-alt,orange,{},0
767,1160128,Shoalhaven - Bendalong Brigade Captain,RFS,fire-alt,orange,{},0
768,1160136,Shoalhaven - Bendalong Brigade,RFS,fire-alt,orange,{},0
769,1160144,Shoalhaven - Broughton Vale Brigade Captain,RFS,fire-alt,orange,{},0
770,1160152,Shoalhaven - Broughton Vale Brigade,RFS,fire-alt,orange,{},0
771,1160160,Shoalhaven - Callala Bay Brigade Captain,RFS,fire-alt,orange,{},0
772,1160168,Shoalhaven - Callala Bay Brigade,RFS,fire-alt,orange,{},0
773,1160176,Shoalhaven - Callala Beach Brigade Captain,RFS,fire-alt,orange,{},0
774,1160184,Shoalhaven - Callala Beach Brigade,RFS,fire-alt,orange,{},0
775,1160192,Shoalhaven - Cambewarra Brigade Captain,RFS,fire-alt,orange,{},0
776,1160200,Shoalhaven - Cambewarra Brigade,RFS,fire-alt,orange,{},0
777,1160208,Shoalhaven - Culburra Brigade Captain,RFS,fire-alt,orange,{},0
778,1160216,Shoalhaven - Culburra Brigade,RFS,fire-alt,orange,{},0
779,1160224,Shoalhaven - Cunjurong Brigade Captain,RFS,fire-alt,orange,{},0
780,1160232,Shoalhaven - Cunjurong Brigade,RFS,fire-alt,orange,{},0
781,1160240,Shoalhaven - Currarong Brigade Captain,RFS,fire-alt,orange,{},0
782,1160248,Shoalhaven - Currarong Brigade,RFS,fire-alt,orange,{},0
783,1160256,Shoalhaven - Erowal Bay Brigade Captain,RFS,fire-alt,orange,{},0
784,1160264,Shoalhaven - Erowal Bay Brigade,RFS,fire-alt,orange,{},0
785,1160272,Shoalhaven - Falls Creek Brigade Captain,RFS,fire-alt,orange,{},0
786,1160280,Shoalhaven - Falls Creek Brigade,RFS,fire-alt,orange,{},0
787,1160288,Shoalhaven - Greenwell Point Brigade Captain,RFS,fire-alt,orange,{},0
788,1160296,Shoalhaven - Greenwell Point Brigade,RFS,fire-alt,orange,{},0
789,1160304,Shoalhaven - Huskisson Brigade Captain,RFS,fire-alt,orange,{},0
790,1160312,Shoalhaven - Huskisson Brigade,RFS,fire-alt,orange,{},0
791,1160320,Shoalhaven - Hyams Beach Brigade,RFS,fire-alt,orange,{},0
792,1160328,Shoalhaven - Hyams Beach Brigade,RFS,fire-alt,orange,{},0
793,1160336,Shoalhaven - Illaroo Road Brigade Captain,RFS,fire-alt,orange,{},0
794,1160344,Shoalhaven - Illaroo Road Brigade,RFS,fire-alt,orange,{},0
795,1160352,Shoalhaven - Kangaroo Valley Brigade Captain,RFS,fire-alt,orange,{},0
796,1160360,Shoalhaven - Kangaroo Valley Brigade,RFS,fire-alt,orange,{},0
797,1160368,Shoalhaven - Milton Brigade Captain,RFS,fire-alt,orange,{},0
798,1160376,Shoalhaven - Milton Brigade,RFS,fire-alt,orange,{},0
799,1160384,Shoalhaven - Sanctuary Point Brigade Captain,RFS,fire-alt,orange,{},0
800,1160392,Shoalhaven - Sanctuary Point Brigade,RFS,fire-alt,orange,{},0
801,1160400,Shoalhaven Heads Brigade Captain,RFS,fire-alt,orange,{},0
802,1160408,Shoalhaven Heads Brigade,RFS,fire-alt,orange,{},0
803,1160416,Shoalhaven - Unknown??,RFS,fire-alt,orange,{},0
804,1160424,Shoalhaven - Unknown??,RFS,fire-alt,orange,{},0
